Price,Close,High,Low,Open,Volume,Stock Name
Ticker,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS,
Date,,,,,,
2022-01-03,3528.559814453125,3539.881890997438,3461.320543547103,3465.9417992794756,2346158,Tcs
2022-01-04,3590.484619140625,3594.551233901151,3522.96802817728,3540.8986356967403,2488606,Tcs
2022-01-05,3568.4873046875,3576.8518224249456,3523.6148678322807,3572.230566840417,1733031,Tcs
2022-01-06,3519.039794921875,3544.5029577793075,3486.2751386554232,3523.2451825436037,1810293,Tcs
2022-01-07,3561.601318359375,3572.1376897663213,3508.826494668977,3530.638909078192,2460591,Tcs
2022-01-10,3585.9560546875,3676.671218345284,3568.5338295704228,3676.671218345284,3937092,Tcs
2022-01-11,3619.2744140625,3627.6851884525768,3563.9118692160855,3563.9118692160855,1906106,Tcs
2022-01-12,3567.5166015625,3631.3824405208043,3545.935474546625,3627.6854362545578,3203744,Tcs
2022-01-13,3602.638671875,3625.8374673160715,3564.8368879526097,3621.216211303688,6684507,Tcs
2022-01-14,3667.567138671875,3675.746851670854,3567.6557239808667,3584.1074397061793,3348123,Tcs
2022-01-17,3714.703857421875,3736.7473372413,3662.160315807462,3690.2574600408047,3442604,Tcs
2022-01-18,3688.31640625,3735.5455004880682,3678.5192546596013,3728.382554703241,2389041,Tcs
2022-01-19,3624.477294921875,3714.6113368964216,3620.635003223693,3714.6113368964216,3102539,Tcs
2022-01-20,3542.90771484375,3629.430705196379,3528.5103105876024,3620.1719533974087,6176776,Tcs
2022-01-21,3549.34228515625,3566.054376340494,3491.5677678800553,3524.806594388899,3112358,Tcs
2022-01-24,3491.799560546875,3564.2954085904257,3462.865960260096,3555.3608032393695,3258414,Tcs
2022-01-25,3490.456787109375,3527.0288571012347,3446.292585770993,3490.086527451007,3330501,Tcs
2022-01-27,3378.750244140625,3456.6625557357074,3356.390447349526,3454.4405455610527,5718297,Tcs
2022-01-28,3416.525634765625,3453.3291718951723,3375.740789291304,3375.740789291304,3143862,Tcs
2022-01-31,3459.30078125,3479.4385643191704,3445.5514458404573,3471.10568856641,2739393,Tcs
2022-02-01,3518.927734375,3525.733007988071,3459.4402486178483,3490.5497479293667,2105169,Tcs
2022-02-02,3570.35986328125,3577.581734973642,3518.9274512563034,3544.1575501895413,1984212,Tcs
2022-02-03,3541.102294921875,3594.7103772912837,3533.186016944075,3565.54530919478,1960538,Tcs
2022-02-04,3532.121337890625,3541.194960387751,3489.6237550901296,3532.4918236102826,2307366,Tcs
2022-02-07,3498.882568359375,3547.7688267486974,3477.7262284877784,3509.993071354959,1919149,Tcs
2022-02-08,3465.967529296875,3518.048010154357,3445.1816759233952,3510.502217567619,2946443,Tcs
2022-02-09,3481.800048828125,3497.9101869843644,3468.421197319028,3472.032020202538,1638721,Tcs
2022-02-10,3490.87353515625,3508.8817619912556,3479.438886397346,3508.8817619912556,2112459,Tcs
2022-02-11,3421.062744140625,3474.3469105220747,3416.4797068158446,3474.3469105220747,3851488,Tcs
2022-02-14,3456.986328125,3512.0758993398476,3434.9967933963844,3447.9590454469367,5951745,Tcs
2022-02-15,3534.806396484375,3550.7314047729114,3470.180262083148,3505.3635198097113,3931683,Tcs
2022-02-16,3530.454833984375,3568.4157173827234,3523.881029612526,3559.064287396361,3256906,Tcs
2022-02-17,3503.697021484375,3550.731528663427,3498.88251546782,3541.4727763070687,3134372,Tcs
2022-02-18,3512.677490234375,3533.093081623403,3479.0684045684843,3489.623290407466,3688883,Tcs
2022-02-21,3443.7001953125,3544.0652045670618,3430.876959169822,3527.5845804783853,7465922,Tcs
2022-02-22,3320.55859375,3396.0174195250534,3305.374331496197,3379.4443445269244,5408531,Tcs
2022-02-23,3299.63427734375,3354.3533692608944,3292.088258392979,3343.335544149356,2426203,Tcs
2022-02-24,3149.5029296875,3225.6100434087643,3139.7351282603104,3216.4900832962635,5039136,Tcs
2022-02-25,3259.774658203125,3268.339002615077,3205.3794977488374,3210.9347481782115,2549723,Tcs
2022-02-28,3290.74560546875,3299.5877588773683,3199.732027689633,3231.3044625694884,3288942,Tcs
2022-03-02,3283.292236328125,3307.1798615969506,3246.118437621127,3289.171634241031,2761341,Tcs
2022-03-03,3281.671875,3313.3369867731726,3268.4320408520725,3298.7544527884857,1928039,Tcs
2022-03-04,3263.108154296875,3297.226517728319,3228.572966215626,3241.951816838183,2370257,Tcs
2022-03-07,3226.58251953125,3285.005337340577,3177.187211316716,3194.26956421223,3054130,Tcs
2022-03-08,3333.1044921875,3341.48370823569,3203.5282988349923,3203.5282988349923,3300992,Tcs
2022-03-09,3363.334716796875,3383.148357867698,3330.4198045596045,3337.7804680112345,2719654,Tcs
2022-03-10,3352.547607421875,3410.924081329821,3347.0386954417218,3410.924081329821,2005441,Tcs
2022-03-11,3332.36376953125,3370.0470725200753,3326.5309363719316,3336.159948421251,1623423,Tcs
2022-03-14,3372.962890625,3377.9164126825767,3314.63276103143,3314.63276103143,1765688,Tcs
2022-03-15,3327.5029296875,3387.7774981396833,3319.6329901591625,3387.7774981396833,3651133,Tcs
2022-03-16,3384.9072265625,3396.110407473579,3348.1963634204826,3370.648838170001,3090475,Tcs
2022-03-17,3400.50830078125,3434.997153603822,3388.9811992076925,3422.590515757636,3600452,Tcs
2022-03-21,3357.871337890625,3438.65394416504,3347.0386439198805,3422.034530547131,2413831,Tcs
2022-03-22,3426.61767578125,3435.9227664772247,3356.297501611409,3370.185629204284,2907611,Tcs
2022-03-23,3437.218994140625,3453.329358209745,3416.479480125924,3433.145233687514,1596195,Tcs
2022-03-24,3471.892822265625,3479.623743697921,3421.1084827870072,3425.7378582711576,1879046,Tcs
2022-03-25,3432.63623046875,3499.345588995974,3399.813997299436,3481.1983432551915,1690133,Tcs
2022-03-28,3432.86767578125,3437.7748598958606,3389.814475946842,3421.1091051212506,1760990,Tcs
2022-03-29,3430.69189453125,3446.107626785962,3417.4054944833388,3420.8775266167204,2689063,Tcs
2022-03-30,3454.94921875,3460.921067839695,3431.4781949270173,3460.921067839695,1583455,Tcs
2022-03-31,3462.72705078125,3476.337371569651,3444.441014832694,3462.7733897518965,2168110,Tcs
2022-04-01,3480.133544921875,3484.068514676692,3451.7092203723023,3470.180386130279,1387014,Tcs
2022-04-04,3490.87353515625,3499.808140122929,3460.088185775539,3483.142387074725,1472994,Tcs
2022-04-05,3532.028564453125,3551.286812765648,3492.401062857762,3492.401062857762,2314947,Tcs
2022-04-06,3476.98583984375,3526.9367662305986,3454.5794771252567,3526.9367662305986,2051729,Tcs
2022-04-07,3411.06298828125,3467.8655215629556,3406.294821473799,3467.8655215629556,2494829,Tcs
2022-04-08,3412.451416015625,3430.3671893247288,3372.4999965223546,3416.479063052159,2296773,Tcs
2022-04-11,3422.404541015625,3437.1724293149873,3385.0919562822764,3416.479030945836,2291660,Tcs
2022-04-12,3417.49755859375,3461.8468839942147,3377.9163993825296,3409.997880115189,4483476,Tcs
2022-04-13,3390.508544921875,3434.858101339573,3384.583034231537,3432.2192666787428,1621672,Tcs
2022-04-18,3266.533935546875,3342.4093604457526,3261.3952831496294,3342.4093604457526,3820792,Tcs
2022-04-19,3214.546142578125,3299.4027436135366,3184.223728588492,3286.8570889525854,3170014,Tcs
2022-04-20,3293.153076171875,3304.587499680909,3222.0458130206,3240.563317693132,2640370,Tcs
2022-04-21,3359.6767578125,3373.8890317198134,3302.966905125113,3314.633022381156,2280996,Tcs
2022-04-22,3344.770263671875,3348.8903628132857,3306.7630441768456,3315.6515358890606,1581465,Tcs
2022-04-25,3285.1904296875,3318.3368079669026,3271.2098494096517,3294.2640521055355,1960694,Tcs
2022-04-26,3283.43115234375,3321.9474236928922,3257.367630747381,3310.142515305003,1943469,Tcs
2022-04-27,3297.2265625,3303.9391573854004,3246.3961068197727,3283.153305328322,1727648,Tcs
2022-04-28,3318.614501953125,3337.224457720052,3275.7927742449456,3322.0401949610296,1703660,Tcs
2022-04-29,3283.801513671875,3354.677305160917,3274.6817786141155,3330.3730812568324,2051115,Tcs
2022-05-02,3279.820068359375,3284.958720693578,3233.850457195098,3258.987877310233,1324161,Tcs
2022-05-04,3221.814453125,3282.6444128218614,3208.4356007555775,3276.2096249393812,2305825,Tcs
2022-05-05,3252.969970703125,3271.117215785046,3226.9993511127796,3251.7665137287577,1612262,Tcs
2022-05-06,3178.15966796875,3216.9537528991964,3170.6599875675056,3202.6026856463723,2010812,Tcs
2022-05-09,3189.732666015625,3199.824615037917,3098.765429780823,3146.1238547160997,2481830,Tcs
2022-05-10,3183.853515625,3207.972611093885,3168.345105189022,3179.455608187932,1622685,Tcs
2022-05-11,3159.0859375,3192.8340407150154,3131.448474505023,3180.38106544915,1841769,Tcs
2022-05-12,3155.984130859375,3193.991349665708,3101.7743235302,3127.606148907414,2807195,Tcs
2022-05-13,3161.77099609375,3184.917875112984,3131.448584578554,3180.3811772427102,2187823,Tcs
2022-05-16,3126.495361328125,3175.7518758260658,3117.051479675817,3161.863748089217,1195813,Tcs
2022-05-17,3195.7509765625,3210.009364429456,3102.0522241439207,3120.1994687416404,1754076,Tcs
2022-05-18,3193.158203125,3235.9335890504826,3187.834421111541,3208.157335067217,1866781,Tcs
2022-05-19,3020.158935546875,3152.6054444344404,2990.5772644708495,3145.198441921819,4642963,Tcs
2022-05-20,3048.906982421875,3068.2576833595595,3027.658192147301,3064.6468605576697,3065125,Tcs
2022-05-23,3075.525634765625,3091.404302423314,3024.833972688883,3059.8320969204747,2293690,Tcs
2022-05-24,3044.278076171875,3078.3966724004986,3032.7973125308317,3069.415500890636,1711510,Tcs
2022-05-25,2952.604248046875,3069.304843103945,2939.927662407364,3069.304843103945,3548046,Tcs
2022-05-26,3007.878662109375,3021.4409367231706,2964.628757928791,2974.369282456775,2813186,Tcs
2022-05-27,3039.896728515625,3056.301762190379,3009.975844086322,3032.3465307425804,3103153,Tcs
2022-05-30,3146.11083984375,3156.6904014375914,3063.246179026115,3073.1730802058646,2094624,Tcs
2022-05-31,3135.950439453125,3153.7069872698576,3099.2717489317056,3126.4427169973,4840965,Tcs
2022-06-01,3127.421875,3157.995191553107,3113.3004704090727,3157.995191553107,1493835,Tcs
2022-06-02,3190.618896484375,3199.0079032235976,3119.1259623422734,3127.235290010248,2657939,Tcs
2022-06-03,3206.604736328125,3241.232830758231,3198.2623801423997,3224.5478908203936,1913622,Tcs
2022-06-06,3198.029296875,3218.582409905921,3147.8816308424825,3185.9584932112475,1084210,Tcs
2022-06-07,3134.412841796875,3186.7510648809975,3128.1677371793135,3170.159426482798,2308256,Tcs
2022-06-08,3173.048583984375,3182.183325975511,3119.3124248120866,3150.6778987324733,2185707,Tcs
2022-06-09,3194.441162109375,3203.6689799864675,3125.464873334572,3155.1991554420115,1279197,Tcs
2022-06-10,3131.802734375,3162.655729809659,3124.439141267898,3152.402498737479,1527582,Tcs
2022-06-13,3001.02734375,3069.444261156148,2975.7203709847363,3066.6479256616235,3030921,Tcs
2022-06-14,2992.591796875,3019.017031736059,2959.175495452625,2973.4368525155824,2611493,Tcs
2022-06-15,2988.630126953125,3014.449578447583,2983.6898888715873,3000.0018454649185,1404536,Tcs
2022-06-16,2928.695556640625,3024.5633554967403,2920.3532007433555,3020.0425218063733,2032028,Tcs
2022-06-17,2879.2001953125,2907.023824992685,2818.5665016731627,2882.089833066896,5240434,Tcs
2022-06-20,2901.10498046875,2925.666220008958,2860.6514151198703,2883.954212571156,1502769,Tcs
2022-06-21,2993.89697265625,3017.945506803778,2913.2226367827307,2917.510442837101,2964461,Tcs
2022-06-22,3004.14990234375,3029.876280951818,2966.912078694646,2982.6646782524317,3336315,Tcs
2022-06-23,3084.172119140625,3092.7475037160093,3004.150215819304,3004.150215819304,3692578,Tcs
2022-06-24,3069.537841796875,3117.9143592137266,3054.9968048798173,3112.321687717379,2132118,Tcs
2022-06-27,3089.671142578125,3134.598888800454,3082.0278708251763,3122.5747368106277,2037686,Tcs
2022-06-28,3092.886962890625,3103.9325797640845,3050.4294485448527,3082.4940063903387,1400046,Tcs
2022-06-29,3067.1142578125,3106.7290142194383,3048.938075461081,3048.938075461081,2133994,Tcs
2022-06-30,3045.302978515625,3086.129299009733,3034.0243331324173,3049.8702359475483,2719603,Tcs
2022-07-01,3090.04443359375,3106.729146564644,3031.2747293073235,3038.6849738376054,1502879,Tcs
2022-07-04,3015.428955078125,3092.7009484406526,3006.107835127692,3087.1549275834263,2622535,Tcs
2022-07-05,2997.951416015625,3049.870001020953,2989.236079112076,3034.0240994264063,2170627,Tcs
2022-07-06,3039.3837890625,3046.607656076296,2984.8552445067517,3000.002062438904,2182144,Tcs
2022-07-07,3064.64404296875,3094.051989839959,3043.391847234425,3048.9378672393636,1989921,Tcs
2022-07-08,3043.76513671875,3080.6302124598037,3029.3640515867964,3075.9696523804396,2136916,Tcs
2022-07-11,2902.410400390625,3006.061209608656,2895.139881254104,2988.4908073259307,6974600,Tcs
2022-07-12,2875.285888671875,2923.289657469663,2871.138035716222,2903.435626026422,3734815,Tcs
2022-07-13,2832.455322265625,2898.8683018498045,2828.9599022875104,2893.2756298848212,3863530,Tcs
2022-07-14,2802.548828125,2856.987667387453,2772.8761560806583,2856.0530950395996,4764908,Tcs
2022-07-15,2798.67041015625,2830.726058764615,2759.7921096909295,2821.0533719820623,4574806,Tcs
2022-07-18,2863.062255859375,2875.6322077259806,2817.0813440949487,2825.2120775135922,3202795,Tcs
2022-07-19,2873.10888671875,2877.5013308853136,2831.8008367864254,2831.8008367864254,1865074,Tcs
2022-07-20,2957.734375,2964.4164754846206,2895.3516757819707,2904.463755443031,3402251,Tcs
2022-07-21,2969.4169921875,2975.6785817606756,2938.342459259252,2959.790850639466,2420640,Tcs
2022-07-22,2963.529296875,2987.8281810499448,2937.8285539976546,2976.6133114307395,2075886,Tcs
2022-07-25,2959.55712890625,2977.9681594359186,2943.062017417833,2957.921627216636,1797504,Tcs
2022-07-26,2912.03369140625,2961.5660225085553,2893.9030803450614,2957.640864545181,2639367,Tcs
2022-07-27,2980.211181640625,2985.1176865638613,2906.520059288613,2911.192921120267,1389808,Tcs
2022-07-28,3047.17333984375,3050.444343275571,2992.173662301862,3005.5848676391656,2106333,Tcs
2022-07-29,3085.8642578125,3100.2568084671934,3060.724353625125,3074.7429384508887,2430257,Tcs
2022-08-01,3082.96728515625,3109.322179547857,3056.9861284343374,3109.322179547857,1306913,Tcs
2022-08-02,3076.425537109375,3096.1448782667594,3057.593765950281,3074.743261120328,1269114,Tcs
2022-08-03,3121.004638671875,3129.883076781587,3062.6406358893464,3065.3975789321007,2895824,Tcs
2022-08-04,3135.443603515625,3166.2377182242276,3090.9580945196662,3130.8175158047934,2150567,Tcs
2022-08-05,3144.882568359375,3156.0506617273363,3135.4900710971906,3141.2843737322733,1106933,Tcs
2022-08-08,3153.668212890625,3157.8270149954787,3117.733944920277,3144.8365481584924,1068836,Tcs
2022-08-10,3134.789306640625,3163.52740641828,3116.7987888936377,3163.52740641828,1878359,Tcs
2022-08-11,3198.57421875,3204.368522322204,3154.2288015113427,3177.5463385682983,1449248,Tcs
2022-08-12,3178.99462890625,3195.302870811783,3160.0227645312493,3195.302870811783,1472354,Tcs
2022-08-16,3170.7236328125,3191.4245477000686,3165.8639021238373,3187.8263528101575,839942,Tcs
2022-08-17,3178.573974609375,3194.3213811316514,3150.5368053111256,3163.6208176503087,1622326,Tcs
2022-08-18,3160.022705078125,3170.0693576709796,3142.0321876444086,3168.2002130025417,1430659,Tcs
2022-08-19,3164.228271484375,3197.639232336643,3150.6769726771618,3165.39648689879,1398410,Tcs
2022-08-22,3135.069580078125,3162.6862374009875,3128.387251178576,3144.8358150590852,1536532,Tcs
2022-08-23,3069.696533203125,3123.2473480886097,3056.051685176786,3102.7335299637302,1849256,Tcs
2022-08-24,3042.3603515625,3091.5654971226004,3037.54716680548,3076.612338732648,1691923,Tcs
2022-08-25,3007.640625,3063.6681905170653,3004.416396096815,3061.6589512755786,1946930,Tcs
2022-08-26,3011.379150390625,3043.902315638479,3006.3325506828073,3022.687567730297,1457962,Tcs
2022-08-29,2927.5947265625,2937.080544861813,2879.417475201515,2920.5386595276645,2539173,Tcs
2022-08-30,3001.05224609375,3015.3980245376106,2936.5202006422096,2948.576094038792,3431525,Tcs
2022-09-01,2926.80078125,2981.286406028076,2916.8009006939265,2981.286406028076,3546935,Tcs
2022-09-02,2925.5849609375,2956.0521083958206,2916.1459178520267,2956.0521083958206,2052900,Tcs
2022-09-05,2928.38916015625,2941.9872346427383,2908.6230445335764,2919.2770789660494,2147912,Tcs
2022-09-06,2922.45458984375,2935.351734247606,2903.108987321508,2930.351680776291,1936453,Tcs
2022-09-07,2943.529296875,2955.024354762012,2899.043559752517,2899.043559752517,1291534,Tcs
2022-09-08,2962.267578125,2975.2114982754993,2953.342593450103,2962.5947697607453,1346113,Tcs
2022-09-09,3007.12646484375,3021.939527041023,2961.1923276417137,2985.9584935506628,1561185,Tcs
2022-09-12,3030.771240234375,3055.8645981336053,3013.995712830484,3027.9207490430904,1785928,Tcs
2022-09-13,3018.061767578125,3049.930552647361,3013.996285972062,3049.930552647361,1972678,Tcs
2022-09-14,2916.2392578125,2935.865275736697,2910.071217650846,2929.884104398052,5090269,Tcs
2022-09-15,2901.239501953125,2932.4541243355116,2897.1740213337857,2925.211189282177,2138023,Tcs
2022-09-16,2811.84765625,2891.893911296388,2803.7169228072726,2874.744418185057,5322221,Tcs
2022-09-19,2830.6328125,2842.9691220312166,2792.3153457007625,2837.3616878654743,2072220,Tcs
2022-09-20,2841.38037109375,2878.4360736316426,2831.754230222285,2850.4456772864587,1544295,Tcs
2022-09-21,2804.83837890625,2842.4081402388815,2801.9878877194424,2829.884962517027,2253818,Tcs
2022-09-22,2810.633056640625,2831.707710734946,2784.3717080530214,2794.37158749861,2017983,Tcs
2022-09-23,2786.94140625,2824.744810604662,2784.090915067424,2807.4552228474454,2652374,Tcs
2022-09-26,2798.4833984375,2827.8758818498723,2734.6522884428437,2766.194105761011,2925489,Tcs
2022-09-27,2820.02490234375,2827.0809682450104,2781.2869294205457,2812.5015503320355,2227447,Tcs
2022-09-28,2837.034423828125,2850.398853881963,2785.025564535755,2785.025564535755,2739767,Tcs
2022-09-29,2801.19384765625,2855.9131062841743,2794.371423630691,2854.1840561097424,2493902,Tcs
2022-09-30,2807.969482421875,2822.128162674019,2757.082062100945,2795.165886483675,2817353,Tcs
2022-10-03,2789.651611328125,2823.0625718924143,2779.41809001947,2799.0441088124794,1763331,Tcs
2022-10-04,2888.903076171875,2895.3049876987843,2825.2120651431323,2831.7072969998767,2145875,Tcs
2022-10-06,2898.997314453125,2919.6046850885364,2890.118875109866,2907.455241776708,1790816,Tcs
2022-10-07,2864.370849609375,2901.847294013062,2858.0159398405376,2894.7444525257756,1939879,Tcs
2022-10-10,2914.510986328125,2922.408077969678,2808.3902380233076,2813.0631003161916,3064063,Tcs
2022-10-11,2868.716796875,2939.230239824982,2853.576769412977,2897.1744812265324,4730645,Tcs
2022-10-12,2897.875244140625,2906.4264899644604,2861.7073394561367,2883.062180973566,1665247,Tcs
2022-10-13,2900.25830078125,2906.519889636764,2852.641887129457,2897.8750957527964,2054781,Tcs
2022-10-14,2896.3798828125,2943.9029793168775,2870.071761740359,2939.230117444946,2245977,Tcs
2022-10-17,2915.681884765625,2931.2826941644485,2877.9210998943036,2879.0454433969753,1517005,Tcs
2022-10-18,2946.5556640625,2956.534755846737,2931.4233503397554,2951.5217623029694,1793722,Tcs
2022-10-19,2925.1455078125,2959.954632708688,2915.916054760822,2959.954632708688,1194289,Tcs
2022-10-20,2958.36181640625,2960.891646428582,2909.3571399242874,2909.3571399242874,1587601,Tcs
2022-10-21,2939.715576171875,2961.266369936305,2929.9709609292504,2958.8303305044374,1021913,Tcs
2022-10-24,2962.484619140625,2977.7576193273326,2956.20682472553,2970.3554813801825,260949,Tcs
2022-10-25,2962.859130859375,2983.613388593172,2952.5988971019483,2980.099672582424,2069643,Tcs
2022-10-27,2958.455322265625,2974.009464528316,2936.857862499981,2961.5474383488795,2438421,Tcs
2022-10-28,2963.936767578125,2978.225880264624,2946.836681904119,2951.5216368832985,1355739,Tcs
2022-10-31,2991.953125,2997.4346145947493,2977.5704484583644,2997.4346145947493,1919414,Tcs
2022-11-01,3054.309326171875,3057.0267371566824,3001.6035857139523,3011.957381368753,2991060,Tcs
2022-11-02,3037.44384765625,3063.960740180583,3019.0320649866376,3063.960740180583,1405955,Tcs
2022-11-03,3004.696044921875,3024.654000007401,2993.6864001014706,3024.654000007401,1422652,Tcs
2022-11-04,3014.67529296875,3017.1584568189674,2966.6544956000116,3014.3005880045257,1464013,Tcs
2022-11-07,3029.94775390625,3038.474463517601,2993.780038525485,3025.543941953465,1474498,Tcs
2022-11-09,3013.409912109375,3045.0333579480834,2999.9171046303204,3045.0333579480834,1162267,Tcs
2022-11-10,3003.665283203125,3021.796151615853,2970.2616436037997,2970.2616436037997,1573092,Tcs
2022-11-11,3107.015625,3131.049584222553,3049.9529579123573,3063.586224312389,3265394,Tcs
2022-11-14,3125.33349609375,3137.9828746568637,3100.50323446986,3114.5580995399864,1342074,Tcs
2022-11-15,3122.61669921875,3129.503446698846,3084.574768229046,3111.747510719521,1400708,Tcs
2022-11-16,3143.93310546875,3155.6921604930703,3112.168970665972,3128.5194192276267,1748235,Tcs
2022-11-17,3137.982666015625,3148.289566381756,3108.7016990663897,3129.549747534245,1417986,Tcs
2022-11-18,3132.78271484375,3150.86668805926,3111.747311291295,3138.9200520403006,1164540,Tcs
2022-11-21,3076.6103515625,3123.647260173227,3066.771944773584,3113.153005349903,1304194,Tcs
2022-11-22,3106.07861328125,3109.826577695836,3050.1402901450765,3073.3308199603257,1149739,Tcs
2022-11-23,3099.84765625,3120.1803170691733,3083.637664707102,3120.1803170691733,1150011,Tcs
2022-11-24,3167.170166015625,3179.163697055142,3099.847497180881,3107.29653018246,1296591,Tcs
2022-11-25,3176.07177734375,3188.908738366197,3137.0461896948186,3169.840878057817,1588981,Tcs
2022-11-28,3181.31884765625,3201.6984028985808,3153.4902593527213,3153.9118595717364,2195437,Tcs
2022-11-29,3183.28662109375,3212.942296191612,3169.840708082888,3169.840708082888,1576028,Tcs
2022-11-30,3177.1494140625,3199.730761937207,3162.344909180596,3169.8408378542094,3410702,Tcs
2022-12-01,3256.652587890625,3260.728590131314,3204.509131680774,3209.194086551652,2180856,Tcs
2022-12-02,3222.452880859375,3250.328366350785,3197.950654863241,3240.2090453801475,2411749,Tcs
2022-12-05,3210.03759765625,3222.4527292658595,3192.328558033124,3216.6903257199046,1475065,Tcs
2022-12-06,3172.042724609375,3193.218584964588,3155.785838481151,3185.8164472146505,1166999,Tcs
2022-12-07,3167.591552734375,3179.8659963655277,3142.6675030970746,3156.0665188230287,1167505,Tcs
2022-12-08,3139.435302734375,3167.5919285913455,3129.034610926169,3148.289822107538,1285619,Tcs
2022-12-09,3085.27734375,3161.501658748308,3069.9107817149584,3161.501658748308,1797896,Tcs
2022-12-12,3079.374267578125,3088.3225780810603,3032.196904284624,3050.37443960646,1527610,Tcs
2022-12-13,3122.14794921875,3126.2237230056066,3061.89937933797,3070.707003648548,1378016,Tcs
2022-12-14,3153.30322265625,3164.2190779278194,3130.393606290578,3137.7959735468066,1213311,Tcs
2022-12-15,3096.849365234375,3152.740792650002,3091.0867327350625,3147.1657413761045,1415694,Tcs
2022-12-16,3036.085205078125,3084.5744912019713,3021.9834442316555,3068.6456435864084,2703680,Tcs
2022-12-19,3000.29248046875,3041.0046991379804,2993.2181517166164,3023.670363308662,2120965,Tcs
2022-12-20,3039.552001953125,3044.2838523998134,2964.3115765932057,2997.340510356546,1529971,Tcs
2022-12-21,3062.6025390625,3076.1889110479397,3035.8513953672327,3044.2843159099193,1432566,Tcs
2022-12-22,3054.309326171875,3086.44816121595,3040.6293956808845,3086.44816121595,1384101,Tcs
2022-12-23,3024.934814453125,3061.008965903116,3014.299875704456,3014.299875704456,1360281,Tcs
2022-12-26,3047.93798828125,3065.834608212414,3021.8429257073353,3024.935041815543,870157,Tcs
2022-12-27,3054.122314453125,3067.5213321625115,3027.8865651649867,3063.2110818478573,835883,Tcs
2022-12-28,3051.8740234375,3060.3069439457468,3022.7335066226265,3045.0339421626227,910795,Tcs
2022-12-29,3062.789306640625,3065.3660318699212,3024.606923697419,3027.5116872771064,1037927,Tcs
2022-12-30,3051.498779296875,3091.1335474052403,3041.660373038083,3078.999558770914,1163131,Tcs
2023-01-02,3055.948974609375,3061.0088628059534,3031.3529630855214,3055.5273744490473,709547,Tcs
2023-01-03,3102.70556640625,3110.8104479075505,3040.817258581149,3047.095053191372,1245178,Tcs
2023-01-04,3105.797119140625,3117.697087817919,3079.1397710065667,3098.3480864601424,1231668,Tcs
2023-01-05,3102.470947265625,3127.0200653632796,3075.15752275142,3120.3673378553267,1826057,Tcs
2023-01-06,3009.194091796875,3093.5232986110555,2998.3717978375325,3092.0709165199555,2488376,Tcs
2023-01-09,3110.763427734375,3117.3692604670437,3018.188665140615,3025.5441364737253,2885060,Tcs
2023-01-10,3079.3271484375,3090.1963356024403,3026.574737843065,3078.0154525330554,3864655,Tcs
2023-01-11,3118.961669921875,3138.451127061016,3065.0377960281457,3082.7939571974375,2720512,Tcs
2023-01-12,3124.25634765625,3138.9201667831107,3106.6408693269636,3119.243353797306,2250391,Tcs
2023-01-13,3161.92333984375,3166.092904457676,3096.7555635491626,3132.2674344844054,1742837,Tcs
2023-01-16,3187.256103515625,3205.3717126544593,3152.841137319514,3170.9567464583483,1843607,Tcs
2023-01-17,3229.65380859375,3232.904251513613,3174.781141480306,3183.3848844111467,1688475,Tcs
2023-01-18,3240.742919921875,3258.858530568813,3223.7744282320186,3231.183206293787,2421189,Tcs
